Id,Board_symbol,Factor,Move_value,Update
1117,112022001,-25,2,true
1118,112122001,0,1,true
1119,102221101,6,1,true
1120,121022121,35,2,true
1121,210110002,20,1,true
1122,102212101,30,1,true
1123,112002120,-25,2,true
1124,112102120,30,1,true
1125,120201012,10,2,true
1126,122010100,4,1,true
1127,122112001,30,1,true
1128,110222001,25,2,true
1129,112010122,-30,1,true
1130,121202101,-30,1,true
1131,101022210,25,2,true
1132,121112122,40,1,true
1133,212011210,60,1,true
1134,102122001,25,2,true
1135,112220011,-30,1,true
1136,202011210,-25,2,true
1137,121001122,-30,1,true
1138,112002102,25,2,true
1139,212120010,-25,2,true
1140,112000201,20,1,true
1141,122100021,-25,2,true
