Id,Board_symbol,Factor,Move_value,Update
1112,111102202,120,1,true
1113,121100020,20,1,true
1114,121102020,-150,2,true
1115,111202021,90,1,true
1116,111102022,90,1,true
1117,112022001,100,2,true
1118,112122001,0,1,true
1119,102221101,144,1,true
1120,121022121,385,2,true
1121,210110002,80,1,true
1122,102212101,420,1,true
1123,112002120,-50,2,true
1124,112102120,210,1,true
1125,120201012,30,2,true
1126,122010100,68,1,true
1127,122112001,330,1,true
1128,110222001,400,2,true
1129,112010122,-270,1,true
1130,121202101,-90,1,true
1131,101022210,-120,2,true
1132,121112122,240,1,true
1133,212011210,120,1,true
1134,102122001,50,2,true
1135,112220011,-150,1,true
1136,202011210,-25,2,true
1137,121001122,-30,1,true
1138,112002102,100,2,true
1139,212120010,50,2,true
1140,112000201,20,1,true
1141,122100021,-50,2,true
1142,120121201,-150,1,true
1143,212011200,-75,2,true
1144,121012120,150,1,true
1145,120211102,12,1,true
1146,122211120,-245,2,true
1147,121201102,6,1,true
1148,112220101,-150,1,true
1149,220011210,-50,2,true
1150,110022121,-180,1,true
1151,101022121,-150,1,true
1152,121202001,0,2,true
1153,112120021,-60,1,true
1154,121212100,30,1,true
